Name,Type
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,Event
FIsac情資撈取 已設定完成，正在等待防火牆開通,Event
This is a maintenance record for client B.,Event
狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 本月維護重點如下： 4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.2 (2025.11.14) - 因現行版本未有弱點釋出，故不升級。,Event
請james 向FISAC提交需使用API的IP申請單，目前進行中,Event
A department confirmed the role capability of Maintainer account.,Event
The current version is vulnerable to recent scans.,Event
Compare intelligence with VirusTotal for more than a year (in progress).,Event
ARP_table reports will be generated monthly.,Event
FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
"Address the issue of duplicate threat object display in Finding, which requires an ES version upgrade.",Event
Description: Splunk on-site service for the third week of October 2025 (2025/10/13).,Event
2.checkpoint-related alarm check,Event
The version was updated as follows: It is recommended to update the current version 9.3.3/2025.02.26 to the latest version 10.0.2.,Event
The duration of handling was from 2025/12/26 09:00 to 2025/12/26 10:30.,Event
<HTTP對外大量傳輸資料報表>調整,Event
The processing engineer is B personnel.,Event
A部門 1.PA報表寄信異常-完成,Event
The engineer handled the C personnel.,Event
Engineer A handled the case.,Event
"Authorized usage is suggested to be expanded, recommended amount 100GB average authorized usage is 132GB.",Event
All systems are normal and do not require adjustments.,Event
B人員 processed the maintenance as an engineer from 2025/12/23 13:30 to 2025/12/23 17:30.,Event
處置動作 (Action): 2.伺服器效能：正常,Event
CPU and disk usage have been abnormally high since around December 9.,Event
The time of handling was from 2025/12/05 13:30 to 2025/12/05 15:30.,Event
"The version assessment includes the current version 9.4.3 (2025.06.05) and the latest version 10.0.2 (2025.11.14), no upgrade is needed because the current version has not released any vulnerabilities.",Event
新增ES告警監測”是否有內部IP嘗試連線於dynamic domain(IP浮動)”.,Event
工程師處理 C人員,Event
The status description is Splunk deployment service 202510 fifth week (2025/10/27),Event
A部門 1.Splunk角色能力異常,Event
Centos作業系統升級(評估中),Event
The system optimization is recommended to be none.,Event
處置動作 (Action): 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26,Event
B staff handled the case from 2025/10/20 11:00 to 2025/10/20 16:00.,Event
"The maintenance report highlights are as follows: Normal authorized usage with an average authorized volume of 131 GB and 117.92 GB respectively, normal server performance, no system optimization suggestions, no version update because the current Splunk version is without major vulnerabilities or relevant bugs.",Event
"The cause of the problem is identified as bucket replication, and a workaround is implemented by adjusting RF/SF to 1/1 and sending all data to a single IDX.",Event
代辦事項：2. DEP02 ([IP])移轉(下周進行)。,Event
E客戶駐點工作事項 - 20251114,Event
狀態描述 (Description): Splunk_10月維護,Event
已請B同事 向FISAC提交需使用API的IP申請單,Event
There is a maintenance record about C client.,Event
處理工程師為 C人員 進行時間為 2025/11/10 09:30 至 2025/11/10 12:00,Event
C人員 is the engineer handling the case.,Event
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",Event
"The memory utilization rate is 18.21%, below 90%, which is normal.",Event
The engineer B handled the job.,Event
The handling time for engineers was from 2025/12/15 13:30 to 2025/12/15 17:30.,Event
"It is suggested to expand E客戶's authorization quota by 150 GB, as the average usage is 661.01 GB.",Event
There are no server performance issues.,Event
故先將其調整回原始sourcetype，待下周駐點確認後進行調整,Event
There is a pending task to adjust the FCB setting.,Event
處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30。,Event
The KV store status and disk usage are currently normal,Event
Pending tasks include alert inventory and VMware Tools vulnerability patching.,Event
A人員和C人員 進行處理,Event
處理工程師為 C人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:00。,Event
A部門進行帳號盤點清單確認,Event
現行版本近期被掃出弱點，建議進行升版。,Event
estreamer's data retention schedule has been adjusted to retain data for only 6 hours.,Event
It was found that there are 10 UF devices exceeding the default transfer limit,Event
A部門 3.PA報表寄送異常檢查 已確認splunk有寄出報告並記錄於cim_modactions索引中，目前以請A同事向IT部門確認exchange是否有收到splunk報告,Event
The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,Event
Handling BTDC2 problem,Event
The forcepoint endpoint dlp data container was added.,Event
The sourcetype had intermittent issues and was temporarily adjusted back to its original sourcetype.,Event
推測原因為12/9執行FCB腳本時加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure,Event
Splunk升版，從9.3.3升版至9.3.8,Event
處理工程師為 C人員 進行時間為 2025/11/14 09:00 至 2025/11/14 15:33。,Event
It was found that the server performance is normal,Event
處置動作 (Action): 4.健康狀態檢查 執行健康情況檢查，整體無異常,Event
This is a maintenance record for C customer.,Event
"Authorized usage quantity - Purchase amount : 2GB - Average usage quantity : 0.35GB - Usage rate is 17.5%, reached 100% once, within normal range.",Event
The maintenance time was from 2025/12/18 09:00 to 2025/12/18 17:30.,Event
C人員 processes as a handling engineer between 2025/12/02 09:00 and 2025/12/02 12:00,Event
狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5) 發生.,Event
The processing engineer handled the C personnel.,Event
This is a maintenance record for F client.,Event
"There was a maintenance record for E client on-site work items from December 18, 2025.",Event
There is a maintenance record for customer I.,Event
狀態描述 (Description): Splunk監控主機系統移轉與VM化服務(09-11)季維護DN20230083_(10/12),Event
已將SPLUNK2024/09~2025/08的維護報告寄給C同事,Event
A人員 and C人員 handled maintenance for B客戶 from 2025/11/26 13:30 to 2025/11/26 17:30.,Event
B部門 1.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
PA 每月報表補寄,Event
The current version is 8.0.6 and the latest version is 10.0.2.,Event
A person processed the maintenance record of F customer.,Event
The description of the case is that ARP_table report needs to be re-runed.,Event
This is a maintenance record of customer E.,Event
已請A同事向IT部門確認exchange是否有收到splunk報告,Event
The engineer adjusted ess_analyst role permissions to allow vendor access for routine maintenance or troubleshooting.,Event
Accounts statuses are added to the category field in Identity.,Event
正在個人的測試環境測試SH 的KVstore狀態中，目前進行中,Event
Adding a new Splunk Add-on for Google Cloud Platform sourcetype.,Event
The recommended authorization quantity is 285GB.,Event
處理工程師在2025/12/18 09:00至2025/12/18 17:30進行維護,Event
檢查各台主機KV store 憑證效期 已更新全部主機之KV store 憑證(效期至：2028/11)。,Event
後續會確認是否有其他類似VT之檢測工具以多方檢測,Event
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank,Event
A maintenance record for B client was created.,Event
刪除KGIBIDX04(主機已下線)備份排程與修改CDIBHMGT02的IP為172.18.44.31,Event
"They found that TCP dump has not seen any packets, and it is waiting for actual delivery.",Event
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 2報告及告警寄件人更新,Event
GeoDB was updated as part of this week's work items.,Event
This is a maintenance record for client C.,Event
"A人員, C人員 處理 B客戶的维護紀錄，開始時間為2025/12/10 13:30至2025/12/10 20:00",Event
A部門 1.PA報表寄信異常-完成 已設定PA 每月Block Category報表新的寄送套件，將於下個月1號確認該報表寄送郵件情況。,Event
The processing engineer B人員 works from 2025/11/17 13:30 to 2025/11/17 17:30.,Event
Splunk套件升級-完成 已部屬新套件至各SH上。,Event
C人員 is the processing engineer for E客戶.,Event
There is a large amount of website attack attempts and triggers Cybereyes alerts.,Event
There is a maintenance record for the client F.,Event
B department is currently testing SH KVstore status in a personal test environment.,Event
"The actions taken include the following monthly maintenance focus: 1. Authorized usage volume - purchase volume: 2GB, average usage volume: 0.31GB, utilization rate is 15.5%, reaching 100% frequency is 0.",Event
原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響,Event
The processing engineer was C staff.,Event
This is a maintenance record for the G customer.,Event
Further investigation will be conducted to determine the cause of missing equipment.,Event
The disk usage of the host suddenly increased yesterday (11/3).,Event
The schedule was set for the report to be sent on the first of every month.,Event
It was recently scanned for vulnerabilities.,Event
For patching vulnerability CVE-2025-11224,Event
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,Event
The list of UF is updated in the forwarder monitoring settings and UF is asked to check-in again after updating.,Event
The handling engineer was A personnel.,Event
Nix logon success語法確認,Event
"The current version does not have any major vulnerabilities or related bugs, so an update is not recommended at this time.",Event
已部屬新套件至各SH上,Event
處置動作 (Action): 今日到場作業項目如下：,Event
A部門 1.Splunk 使用者權限調整 新增maintainer角色，並設定能力值。 調整ess_analyst 角色能力值，供HANK進行分析使用,Event
狀態描述 (Description): Splunk SH 異常hanging 處置動作 (Action): 今日早上接到您緊急報修，隨即到場進行調查，以下說明：,Event
未明確定義priotiry 的identity將設為low。,Event
"The Splunk system can be logged into normally, and KVSTORE status is normal.",Event
"It is recommended to update the transfer agent monitor configuration file with the uf list, and let uf re-report after updating.",Event
"Websense log is adjusted for E客戶, separating DLP from other LOG source types.",Event
The maintenance has a status description of Splunk 202510-12 season maintenance.,Event
現行版本近期被掃出弱點，建議進行升版.,Event
there is a status description (Description): Splunk Indexer queue full - 20251211,Event
The engineer A handled the case from 15:00 to 16:00 on 2025/12/26.,Event
The processing engineer C personnel worked from 2025/12/15 09:00 to 2025/12/15 18:00.,Event
ARP_table 報表被補跑並設定排程為每月1號寄送報表至全科同仁。,Event
The maintenance report was completed.,Event
The server performance of Splunk 2025 MA 12月定保 is normal.,Event
"According to requirements, the records of 'Digital Technology Center' were separated into two reports. <F5VPN specific user connection records (ssp) not including Digital Technology Center> <F5VPN specific user connection record (ssp) only Digital Technology Center>",Event
B部門 3.LDAP設定 已完成splunk LDAP驗證設定,Event
C人員 acted as a processing engineer for this maintenance event,Event
The suggested authorization quantity was 100GB with an average authorized usage of 132GB.,Event
"The current version 9.3.8 / 2025.11.14 was noted, with the latest version being 10.0.2 / 2025.11.14, and it was recommended not to update due to lack of major vulnerabilities or relevant bugs.",Event
"System optimization suggestions - All are normal, no adjustment needed.",Event
平均授權用量：661.01 GB,Event
網頁上驗證功能可使用,Event
It is recommended to update to the newest version 10.0.2 released on 2025.11.14,Event
目前已請james 向FISAC提交需使用API的IP申請單,Event
資產新增報廢/營運中欄位,Event
"DLDK container was not running, so it was manually restarted.",Event
C客戶 的維護紀錄被記錄了。,Event
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,Event
An maintenance record about customer E.,Event
The action includes updating GeoDB and upgrading GitLab version from 18.1.6 to 18.5.2 for patching vulnerability CVE-2025-11224.,Event
"The work items for the week include updating GeoDB, patching GitLab vulnerabilities, updating the 2026 national holiday list, and building the Cybereyes interface package (in progress).",Event
Newly added titles in identity.,Event
<HTTPS大量資料傳輸告警> 排除特定URL改由報表寄送,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00。",Event
刪除 148GB 的 messages-20251214 檔案,Event
"The work items for this week are: update GeoDB, handle host anomaly MG02 disk usage exceeded 90%, delete old backups and installation files to reduce it to 85%, resolve backup issues with FWD03 due to FCB settings restricting path permissions and manually execute backup, update Cyble ASM IP whitelist, change Splunk account due to personnel changes by deleting Ryan's Splunk account.",Event
處置動作 (Action): 2.系統日誌分析： 觀察資料品質儀表板、健康狀況檢查，整體無異常,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/17 13:30 至 2025/12/17 18:00",Event
Department B is handling FISAC data accommodation.,Event
處理工程師為 A人員進行時間為 2025/12/26 14:00 至 2025/12/26 15:00,Event
狀態描述 (Description) 是 Splunk工作事項 - 0729。,Event
目前已產出一份DC_ARP_table報表，並與現有設備清單做比对，附件為比對結果,Event
estreamer 處理 移除 rsyslog 轉送設定,Event
-當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,Event
Hardware status field was added to category in the asset upload app adjustment.,Event
C人員 acts as the processing engineer.,Event
The inventory report was sent to C colleague.,Event
The handling time was from 2025/12/04 10:00 to 2025/12/04 10:30.,Event
Upgrade Splunk version.,Event
Data size balancing is still in progress.,Event
"2. Create alert ""PWLAN triggers IPS high-risk alert"" and separate events with src=""172.*"" from the original ""IPS high-risk alert"".",Event
"2. The space usage of servers IDX01, IDX02, and IDX03 has reached 90%.",Event
A maintenance record about B客戶 was created.,Event
The engineer processed the C person from 2025/11/04 09:00 to 2025/11/04 09:30.,Event
"The utilization rate is 17.5%, reaching 100% once, which is within normal range.",Event
3. There are no system optimization suggestions.,Event
已設定完成所有主機的新IP,Event
This week's work items include updating geodb.,Event
B department is testing the abnormal status of SH KVstore engine in a personal test environment.,Event
代辦事項：2.DEP02 ([IP])移轉(下周進行),Event
The engineer handled B staff.,Event
虲理工程師處理 C客戶 的維護紀錄。,Event
It is convenient for subsequent regular queries of AI website connection records.,Event
The processing engineer is B worker,Event
"Events of type PA TRAFFIC had their sourcetype changed to pan:log, and Splunk was configured to determine event types.",Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/21 09:30 至 2025/11/21 17:00",Event
There is a maintenance record for E Customer.,Event
確認checkpoint logclm uf log limit 今日發現checkpoint資料收容有約40min延遲,Event
A person is being maintained.,Event
新增ES告警監測是否有設備連線至很少見的port”,Event
B部門正在個人的測試環境測試SH 的KVstore狀態中。,Event
The IDX02 and IDX03 disks became overloaded due to synchronization data after the IDX01 was added back.,Event
確認asset中異常：有多個hostname有相同IP，確認原因為將是否報廢/營運中欄位匯入資產,Event
針對UAT / Production / PIMS 共8台進行調整，調整內容如下:,Event
Splunk駐點服務202512第五周(2025/12/30) is the status description.,Event
A部門 2.DEP02移轉後服務確認 已確認服務正確，並再次執行健康檢查確认系統功能正常,Event
"The maintenance was handled by two engineers on December 16, 2025 from 2:00 PM to 6:40 PM.",Event
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,Event
C人員處理E客戶的維護紀錄。,Event
A department adjusted the permissions of es_admin_user.,Event
工作內容：該sourcetype斷行異常,Event
Identities with unclear priority definitions will be set to low.,Event
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助。,Event
The maintenance record is about I customer.,Event
今日工作內容如下，預計下周二(11/18)到場作業，請您協助申請底層,Event
It contained an action description: 1. Authorization quantity: recommended extension - authorized quantity: 285GB - average authorized usage: 203.65GB.,Event
The default email package for triggering PA monthly reports has been changed to a custom email package.,Event
The engineer decided not to update the version.,Event
IDX disk space is full and there are data synchronization issues.,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/18 13:30 至 2025/11/18 17:30。",Event
The processing engineer B works from 2026/01/13 13:30 to 2026/01/13 17:30.,Event
There was an issue with Splunk's role capabilities in department A.,Event
The maintenance record is created for C客戶.,Event
狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 本月維護重點如下： 1.授權使用量 - 購買量:2GB - 平均使用量:0.31GB - 使用率為15.5%，達100%次數為0,Event
It is recommended to update the current version 9.3.3/2025.02.26 to the latest version 10.0.2/2025.11.14 due to security vulnerabilities.,Event
The description of the state is Splunk on-site service for week one in October 2025 (2025/10/01).,Event
The description of the state is Splunk B client department October monthly maintenance.,Event
關閉imsdb02UF中舊的殘留input設定,Event
The operations are as follows: Assets and Identity priority confirmation.,Event
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給C同事,Event
The processing time is from 2025/11/25 13:30 to 2025/11/25 17:30.,Event
A部門帳號盤點清單確認 已完成帳號盤點並寄送報表給Hank,Event
Engineers A人員 and C人員 handled the case from 2025/11/21 09:30 to 2025/11/21 17:00.,Event
已將全數logclm UF調整上限為 20480 KB/S,Event
Splunk套件升級-完成 已部屬新套件至各SH上,Event
DEP02主機排程 is executed at 11 PM and runs scripts KGIBIDX04 and CDIBHMGT02.,Event
Delete IOC from database and restore page.,Event
This week's work items include adjusting the alert syntax for <SAP important TCode execution records>.,Event
開始針對ES預設的告警進行新增，目前優先針對DNS 、 Traffic、Auentication Datamodel進行告警新增.,Event
4. It is suggested that the current version 9.3.3/2025.02.26 should be updated to version 10.0.1/2025.09.25.,Event
All of the work items are completed.,Event
"The operating system version is Red Hat 9.4 EOS date:2027/5/31, with vulnerabilities CVE-2023-3567、CVE-2023-4133、CVE-2023-6932、CVE-2023-39198、CVE-2023-51043、CVE-2023-51779、CVE-2023- 5178.",Event
The status description is Splunk November maintenance.,Event
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",Event
狀態描述 Splunk駐點服務202512第五週(2025/12/30) 處置動作 本周工作項目如下,Event
DC_ARP report is being checked for syntax errors and inconsistencies,Event
IDX硬碟 had a full disk space and data synchronization problems,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251111,Event
執行健康情況檢查，整體無異常,Event
E客戶的駐點工作事項。,Event
B department submitted an IP application form for API usage to FISAC.,Event
There were 101 UF that had been offline for more than 15 minutes and failed to connect to the indexer.,Event
DLDK container NOT running。,Event
The Check Point logclm UF log limit was confirmed.,Event
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,Event
Processing engineer A person handled a maintenance record for customer B,Event
A person handled a maintenance task for B customer.,Event
A maintenance record for G client was processed.,Event
"請您協助申請底層 1, 關閉Apim1與imsdb01兩台UF中舊的殘留input設定",Event
"Problem: New UDP receive from 172.20.137.45 ASA event, cannot find IP event on search page.",Event
狀態描述是 E客戶駐點工作事項 - 20251124,Event
The maintenance report content was prepared and needs confirmation from CSR after review.,Event
處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30。,Event
FWD02磁碟用量達到超過90%,Event
調整 clean.sh 資料留存區間,Event
B部門 1.檢查各台主機KV store 憑證效期 已更新全部主機之KV store 憑證(效期至：2028/11)。,Event
There is a pending assessment for the Centos operating system upgrade.,Event
處理工程師為 C人員 進行時間為 2025/11/25 09:30 至 2025/11/25 14:00。,Event
The engineer A handled the case.,Event
A person is handling a maintenance record for F.,Event
The data will be verified next week and the follow-up handling method will be discussed.,Event
The engineering technician A handles the case,Event
"The current version has recently been scanned for vulnerabilities, and it is recommended to upgrade.",Event
處理工程師為 C人員進行時間為 2025/11/11 13:30 至 2025/11/11 17:00。,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251223 處置動作 (Action): 本日工作事項如下,Event
The current version can be upgraded to the new version.,Event
Data synchronization is continuously in progress with the ocp_cdibh data deleted and backed up before leaving.,Event
The status description was Splunk_10月維護,Event
The original syntax's user was only matched with system administrators and not actual users.,Event
The report and alert sender were updated.,Event
已請james 向FISAC提交需使用API的IP申請單,Event
重啟splunk後目前服務已恢復正常,Event
Engineer A adjusted the user permissions for es_admin_user.,Event
"The authorization usage quantity purchased is 2GB, and the average usage quantity is 0.35GB.",Event
The description is about Splunk 2025 MA October maintenance.,Event
The action includes the following weekly tasks: 1. Update geodb.,Event
The current version has no major vulnerabilities or relevant bugs.,Event
101 UFs have been offline for more than 15 minutes without connecting to the indexer.,Event
The engineers processed the customer's request.,Event
There was an issue with the Linux host user and permissions in department A.,Event
The time of the operation was from 2025/10/30 13:30 to 2025/10/30 17:00.,Event
已確認角色能力可符合日常工作使用,Event
B部門 1.FISAC資料收容-進行中,Event
The Splunk on-site service was for the fourth week of December 2025.,Event
A maintenance record for the customer C is made.,Event
Cybereyes interface package is being set up.,Event
狀態描述 (Description): Splunk 202510-12季維護 處置動作 (Action),Event
今日已添加設定，讓splunk監控所有檔案即使內容相似.,Event
這是一筆關於 B客戶 的維護紀錄。,Event
The schedule can be established,Event
A description of the state: splunk_credit card maintenance in November.,Event
The maintenance duration was from 2025/12/12 13:30 to 2025/12/12 13:45.,Event
A personnel confirms that the role capability meets daily work requirements.,Event
A maintenance record for client C.,Event
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。,Event
"The hard disk utilization rate is 42.91%, which is normal.",Event
處理工程師為 A人員.,Event
"預計本周五(11/14)與下周二(11/18)到場作業，請您協助申請底層 1, 關閉Apim1與imsdb01兩台UF中舊的殘留input設定",Event
A部門 3.Linux主機使用者與使用者權限-進行中,Event
H客戶 is the subject of a maintenance record.,Event
"The current version of E客戶 is 9.3.8, released on November 14, 2025 and it has vulnerabilities that need to be addressed.",Event
The Splunk SIEM (12) underwent maintenance.,Event
It is recommended to upgrade the version.,Event
"The server performance includes the following details: CPU utilization: 1.24%, lower than 90%, normal, memory utilization rate: 18.21%, lower than 90%, normal, hard disk utilization rate: 43.73%, normal",Event
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下:3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中,Event
Close the old residual input settings in imsdb02UF,Event
新增indexer至IDX cluster節點，目前將觀察index同步狀態。,Event
FISAC data accommodation is in progress.,Event
處置動作 (Action): 3.系統優化建議：根據說明定期檢查,Event
The action taken was as follows.,Event
B部門 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
FISAC資料收容-進行中,Event
經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容.,Event
現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.8 / 2025.11.14,Event
處理工程師為 C人員進行時間為 2025/11/17 09:00 至 2025/11/17 17:00.,Event
正在個人的測試環境測試SH 的KVstore狀態,Event
E客戶's Splunk 2025 MA November maintenance is described in DM20250088_(7/12).,Event
狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),Event
The description is splunk_銀行處11月月維護.,Event
已設定完成，正在等待防火牆開通,Event
狀態描述 (Description): DC_ARP報表語法檢查,Event
"狀態描述 (Description): Splunk駐點服務202510第一周(2025/10/01) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.建立告警<PWLAN觸發IPS高風險告警> 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來 3.自動化封鎖清單異動儀表板建置 (進行中) 4.GitLab升版 17.10.8 → 18.1.6 原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響，故進行升版",Event
B部門 2.FISAC資料收容-進行中,Event
The status description is Splunk on-site service.,Event
The system has already restored the FCB settings.,Event
FCB settings were suspected to be the cause of the issue and have been restored to original settings.,Event
The status description is Splunk_10月維護.,Event
Splunk credentials were renewed,Event
There are system optimization recommendations: regularly check according to instructions.,Event
The average authorization used quota of Splunk 2025 MA 12月定保 is 661.01GB.,Event
The SPLUNK maintenance report for September 2024 - August 2025 was sent to C同事.,Event
狀態描述 (Description): E客戶 Splunk 2025 MA 11月定保.DM20250088_(7/12),Event
A部門改變PA每月報表觸發動作變更，將寄件套件改為客製寄件套件,Event
admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以區分權限高低。,Event
The Splunk駐點服務20251226 confirms the issue with websense.,Event
The old version of the ES threat intelligence download setting is deleted.,Event
Resources are moved into Splunk due to FCB setting data permanent preservation.,Event
This is a maintenance record about C client.,Event
The processing engineer was A personnel.,Event
The server performance is normal.,Event
C人員 為處理工程師。,Event
狀態描述 (Description): Splunk每週onsite 處置動作,Event
The event took place from 2025/12/02 09:00 to 2025/12/02 12:00.,Event
狀態描述 (Description): splunk_銀行處11月月維護,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：100GB -平均授權用量：124GB,Event
"A description of the state was provided, with a reference to Splunk 2025 MA 10月定保.DM20250088_(6/12).",Event
There were no system optimization suggestions given.,Event
"The latest versions of Splunk and UF are 10.0.2/2025.11.14, respectively (EOS: 2027.07.28).",Event
確認Checkpoint 資料收容,Event
僅針對H1、H2、H3的設備將priority設為critical，其餘皆設為low 到 Assets。,Event
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),Event
"Solution: Add index to indexer cluster and deploy it downstream to the below indexer, then perform a search again to query for events.",Event
This is a maintenance record about client B.,Event
E客戶's on-site work items are described.,Event
"KVSTORE status was confirmed normal, the web certificate's expiration date was updated to December 2027.",Event
Set filter settings for FWD03 base data storage to exclude large amounts of SERVICE_START and SERVICE_STOP data.,Event
The Splunk on-site service for week one of 2025 was handled.,Event
這是一筆關於 H客戶 的維護紀錄。,Event
There was a status description of Splunk Indexer queue full -20251215.,Event
FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料,Event
It is suggested to update the version from 9.3.3/2025.02.26 to 10.0.1/2025.11.14.,Event
處理工程師為 C人員 進行時間為 2025/11/24 09:00 至 2025/11/24 17:30。,Event
目前分析為以下三個原因導致 estreamer 資料暴增,Event
A部門 3.SH KVstore引擎異常測試-進行中,Event
處置動作 前一份CSR內容誤植，重新撰寫,Event
The Splunk B customer B department had maintenance in November.,Event
It was found that the disk usage of FWD02 reached over 90%.,Event
FCB settings are suspected to cause the issue.,Event
The server performance was normal.,Event
"Pending: alert audit, FCB settings.",Event
將帳號狀態加入category欄位 到 Identity。,Event
It is suggested to update the current version 9.3.3/2025.02.26 to the latest version 10.0.2/2025.11.14,Event
The maintenance record of C客戶 was documented.,Event
狀態描述 (Description): pice_logs 缺漏處理.,Event
Current version is near the end of its lifecycle and has recently been subject to vulnerability scans.,Event
處理工程師為 C人員 進行時間為 2025/12/04 08:30,Event
FWD02磁碟用量達到超過90%.,Event
狀態描述 (Description): splunk_信用卡處12月月維護,Event
已將過期憑證移除並重新產生新憑證,Event
The report <每日HTTP資料傳輸統計報表(m365): daily report> is created and the m365 transmission record is sent separately.,Event
The current version has recently been scanned for vulnerabilities and it is recommended to upgrade.,Event
Department B is testing SH KVstore engine anomalies.,Event
Nix logon success語法確認。,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 19:00",Event
They found that it had poor warning coverage and could not clearly see different types of attacks.,Event
The KV store certificate expired.,Event
The current version is 9.3.3/2025.02.26.,Event
It was discovered that the CheckPoint data container had approximately 40 minutes of delay.,Event
狀態描述 (Description): Splunk 202510-12季維護,Event
後續將進底層查看缺少設備的原因。,Event
系統優化建議：有10台UF超出預設傳輸上限，已派送套件完成調整,Event
The status description is regarding E customer's on-site work items - 20251209.,Event
Engineer B handled the maintenance,Event
"This week's work items include updating geodb, adjusting the alert syntax for <SAP important TCode execution records>, and adjusting <F5VPN specific user connection records (ssp)> according to requirements.",Event
狀態描述 (Description): Splunk平台維護案(06-11月)半年系統檢視_DM20250258_(1/2)。,Event
B人員 is the processing engineer.,Event
開始處理 FWD02磁碟用量異常.,Event
The processing engineer handled the C personnel from 2025/11/04 13:30 to 2025/11/04 17:30.,Event
The Splunk on-site service for the third week of December 2025 is processed.,Event
It is confirmed that the service is correct and the system functions normally after re-running the health check.,Event
"There are no vulnerabilities in the current version, so it will not be upgraded.",Event
B部門 1.FISAC資料收容-進行中 目前已請B同事 向FISAC提交需使用API的IP申請單,Event
LDAP setting is completed for Splunk LDAP authentication setup.,Event
eStreamer 資料異常處理進行了。,Event
再麻煩您申請弱點復掃,Event
A personnel asks IT department to confirm if exchange received the Splunk report.,Event
AI網站服務紀錄調閱 (202508-202510) 進行了。,Event
C人員 served as the handling engineer for the event,Event
A部門於網頁上驗證功能可使用,Event
授權用量：建議擴充,Event
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",Event
There is a system optimization suggestion which states all are normal and no adjustment is needed.,Event
The backup data synchronization has been completed before leaving.,Event
An alert is added to send SASE login records to SOAR.,Event
本周工作項目如下: 更新GeoDB,Event
補產出ARP_table報表給您(排程設定每月執行）,Event
There is a maintenance record for D客戶.,Event
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用,Event
The engineers went to the site today for the following operations.,Event
There is a maintenance record about customer A.,Event
附件中列出所有需列出的設備名稱，未出現於DC_ARP_table中的設備已用橘底標示,Event
Work contents include 1. Help add mail package and 2. Complete mail testing.,Event
The disk usage of the Heavy Forwarder was investigated.,Event
The average allocation amount is 239.38GB.,Event
He modified the SASE VPN login success report condition and confirmed it was sent to the SOAR field.,Event
